acct_id,dsply_nm,type,acct_stat,acct_rptng_crncy,prior_sar_count,branch_id,open_dt,close_dt,initial_deposit,tx_behavior_id,bank_id,country,zip
A000407,Account 000407,SAV,A,USD,False,7,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,92224.46,3,B02,US,10407
A000408,Account 000408,SAV,A,USD,False,8,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,86296.84,4,B03,US,10408
A000409,Account 000409,SAV,A,USD,False,9,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,64306.89,2,B04,US,10409
A000410,Account 000410,SAV,A,USD,False,10,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,68404.87,2,B00,US,10410
A000411,Account 000411,SAV,A,USD,False,11,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,74840.15,1,B01,US,10411
A000412,Account 000412,SAV,A,USD,False,12,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,79232.98,2,B02,US,10412
A000413,Account 000413,SAV,A,USD,False,13,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,94919.71,1,B03,US,10413
A000414,Account 000414,SAV,A,USD,False,14,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,63061.38,2,B04,US,10414
A000415,Account 000415,SAV,A,USD,False,15,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,60298.38,4,B00,US,10415
A000416,Account 000416,SAV,A,USD,False,16,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,87729.33,2,B01,US,10416
A000417,Account 000417,SAV,A,USD,False,17,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,78119.77,4,B02,US,10417
A000418,Account 000418,SAV,A,USD,False,18,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,73778.41,1,B03,US,10418
A000419,Account 000419,SAV,A,USD,False,19,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,59137.75,2,B04,US,10419
A000420,Account 000420,SAV,A,USD,False,0,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,60549.71,0,B00,US,10420
A000421,Account 000421,SAV,A,USD,False,1,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,60749.50,5,B01,US,10421
A000422,Account 000422,SAV,A,USD,False,2,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,64558.49,2,B02,US,10422
A000423,Account 000423,SAV,A,USD,False,3,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,76499.50,3,B03,US,10423
A000424,Account 000424,SAV,A,USD,False,4,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,62034.63,2,B04,US,10424
A000425,Account 000425,SAV,A,USD,False,5,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,85202.52,1,B00,US,10425
A000426,Account 000426,SAV,A,USD,False,6,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,64638.66,2,B01,US,10426
A000427,Account 000427,SAV,A,USD,False,7,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,89830.65,2,B02,US,10427
A000428,Account 000428,SAV,A,USD,False,8,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,73320.76,4,B03,US,10428
A000429,Account 000429,SAV,A,USD,False,9,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,99552.81,4,B04,US,10429
A000430,Account 000430,SAV,A,USD,False,10,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,97284.80,5,B00,US,10430
A000431,Account 000431,SAV,A,USD,False,11,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,94580.17,4,B01,US,10431
A000432,Account 000432,SAV,A,USD,False,12,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,80773.13,3,B02,US,10432
A000433,Account 000433,SAV,A,USD,False,13,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,97500.12,5,B03,US,10433
A000434,Account 000434,SAV,A,USD,False,14,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,96049.48,1,B04,US,10434
A000435,Account 000435,SAV,A,USD,False,15,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,68758.10,0,B00,US,10435
A000436,Account 000436,SAV,A,USD,False,16,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,86781.15,3,B01,US,10436
A000437,Account 000437,SAV,A,USD,False,17,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,78977.18,4,B02,US,10437
A000438,Account 000438,SAV,A,USD,False,18,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,68968.86,2,B03,US,10438
A000439,Account 000439,SAV,A,USD,False,19,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,53287.70,4,B04,US,10439
A000440,Account 000440,SAV,A,USD,False,0,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,50664.70,4,B00,US,10440
A000441,Account 000441,SAV,A,USD,False,1,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,70026.94,5,B01,US,10441
A000442,Account 000442,SAV,A,USD,False,2,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,78719.28,3,B02,US,10442
A000443,Account 000443,SAV,A,USD,False,3,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,73922.00,1,B03,US,10443
A000444,Account 000444,SAV,A,USD,False,4,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,67401.02,1,B04,US,10444
A000445,Account 000445,SAV,A,USD,False,5,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,65812.18,2,B00,US,10445
A000446,Account 000446,SAV,A,USD,False,6,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,99044.15,1,B01,US,10446
A000447,Account 000447,SAV,A,USD,False,7,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,79730.91,5,B02,US,10447
A000448,Account 000448,SAV,A,USD,False,8,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,69243.73,0,B03,US,10448
A000449,Account 000449,SAV,A,USD,False,9,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,81386.10,1,B04,US,10449
A000450,Account 000450,SAV,A,USD,False,10,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,80038.67,5,B00,US,10450
A000451,Account 000451,SAV,A,USD,False,11,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,71206.31,4,B01,US,10451
A000452,Account 000452,SAV,A,USD,False,12,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,55316.04,0,B02,US,10452
A000453,Account 000453,SAV,A,USD,False,13,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,76126.39,1,B03,US,10453
A000454,Account 000454,SAV,A,USD,False,14,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,95005.65,3,B04,US,10454
A000455,Account 000455,SAV,A,USD,False,15,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,93590.13,2,B00,US,10455
A000456,Account 000456,SAV,A,USD,False,16,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,77282.00,3,B01,US,10456
A000457,Account 000457,SAV,A,USD,False,17,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,73711.18,1,B02,US,10457
A000458,Account 000458,SAV,A,USD,False,18,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,95676.51,1,B03,US,10458
A000459,Account 000459,SAV,A,USD,False,19,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,61154.08,2,B04,US,10459
A000460,Account 000460,SAV,A,USD,False,0,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,90326.86,5,B00,US,10460
A000461,Account 000461,SAV,A,USD,False,1,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,75566.24,0,B01,US,10461
A000462,Account 000462,SAV,A,USD,False,2,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,59747.95,4,B02,US,10462
A000463,Account 000463,SAV,A,USD,False,3,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,90734.91,1,B03,US,10463
A000464,Account 000464,SAV,A,USD,False,4,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,65543.35,2,B04,US,10464
A000465,Account 000465,SAV,A,USD,False,5,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,59621.56,2,B00,US,10465
A000466,Account 000466,SAV,A,USD,False,6,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,76376.45,5,B01,US,10466
A000467,Account 000467,SAV,A,USD,False,7,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,82630.11,2,B02,US,10467
A000468,Account 000468,SAV,A,USD,False,8,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,59598.81,4,B03,US,10468
A000469,Account 000469,SAV,A,USD,False,9,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,88020.81,2,B04,US,10469
A000470,Account 000470,SAV,A,USD,False,10,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,92541.07,1,B00,US,10470
A000471,Account 000471,SAV,A,USD,False,11,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,98694.06,3,B01,US,10471
A000472,Account 000472,SAV,A,USD,False,12,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,66465.06,5,B02,US,10472
A000473,Account 000473,SAV,A,USD,False,13,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,57649.95,3,B03,US,10473
A000474,Account 000474,SAV,A,USD,False,14,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,53795.21,1,B04,US,10474
A000475,Account 000475,SAV,A,USD,False,15,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,90904.62,0,B00,US,10475
A000476,Account 000476,SAV,A,USD,False,16,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,89230.24,4,B01,US,10476
A000477,Account 000477,SAV,A,USD,False,17,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,80771.67,4,B02,US,10477
A000478,Account 000478,SAV,A,USD,False,18,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,54552.82,3,B03,US,10478
A000479,Account 000479,SAV,A,USD,False,19,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,79667.57,4,B04,US,10479
A000480,Account 000480,SAV,A,USD,False,0,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,66314.65,2,B00,US,10480
A000481,Account 000481,SAV,A,USD,False,1,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,78004.69,5,B01,US,10481
A000482,Account 000482,SAV,A,USD,False,2,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,78392.33,3,B02,US,10482
A000483,Account 000483,SAV,A,USD,False,3,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,67603.28,3,B03,US,10483
A000484,Account 000484,SAV,A,USD,False,4,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,65217.88,5,B04,US,10484
A000485,Account 000485,SAV,A,USD,False,5,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,52530.75,4,B00,US,10485
A000486,Account 000486,SAV,A,USD,False,6,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,95299.57,5,B01,US,10486
A000487,Account 000487,SAV,A,USD,False,7,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,52511.74,0,B02,US,10487
A000488,Account 000488,SAV,A,USD,False,8,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,72197.93,5,B03,US,10488
A000489,Account 000489,SAV,A,USD,False,9,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,97960.37,1,B04,US,10489
A000490,Account 000490,SAV,A,USD,False,10,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,80191.62,5,B00,US,10490
A000491,Account 000491,SAV,A,USD,False,11,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,94321.15,3,B01,US,10491
A000492,Account 000492,SAV,A,USD,False,12,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,83270.26,2,B02,US,10492
A000493,Account 000493,SAV,A,USD,False,13,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,64122.62,2,B03,US,10493
A000494,Account 000494,SAV,A,USD,False,14,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,83006.63,0,B04,US,10494
A000495,Account 000495,SAV,A,USD,False,15,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,63826.25,1,B00,US,10495
A000496,Account 000496,SAV,A,USD,False,16,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,77022.88,0,B01,US,10496
A000497,Account 000497,SAV,A,USD,False,17,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,87494.24,0,B02,US,10497
A000498,Account 000498,SAV,A,USD,False,18,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,51188.11,4,B03,US,10498
A000499,Account 000499,SAV,A,USD,False,19,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,66609.61,5,B04,US,10499
A000500,Account 000500,SAV,A,USD,False,0,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,85701.21,5,B00,US,10500
A000501,Account 000501,SAV,A,USD,False,1,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,56715.66,2,B01,US,10501
A000502,Account 000502,SAV,A,USD,False,2,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,80796.65,5,B02,US,10502
A000503,Account 000503,SAV,A,USD,False,3,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,56760.46,5,B03,US,10503
A000504,Account 000504,SAV,A,USD,False,4,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,89702.88,3,B04,US,10504
A000505,Account 000505,SAV,A,USD,False,5,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,77064.55,0,B00,US,10505
A000506,Account 000506,SAV,A,USD,False,6,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,50965.42,0,B01,US,10506
A000507,Account 000507,SAV,A,USD,False,7,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,83129.99,2,B02,US,10507
A000508,Account 000508,SAV,A,USD,False,8,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,89909.12,2,B03,US,10508
A000509,Account 000509,SAV,A,USD,False,9,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,71623.77,5,B04,US,10509
A000510,Account 000510,SAV,A,USD,False,10,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,90002.04,2,B00,US,10510
A000511,Account 000511,SAV,A,USD,False,11,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,71639.14,3,B01,US,10511
A000512,Account 000512,SAV,A,USD,False,12,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,86830.99,4,B02,US,10512
A000513,Account 000513,SAV,A,USD,False,13,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,61844.40,0,B03,US,10513
A000514,Account 000514,SAV,A,USD,False,14,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,85937.67,2,B04,US,10514
A000515,Account 000515,SAV,A,USD,False,15,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,65316.21,5,B00,US,10515
A000516,Account 000516,SAV,A,USD,False,16,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,74453.42,5,B01,US,10516
A000517,Account 000517,SAV,A,USD,False,17,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,64418.56,2,B02,US,10517
A000518,Account 000518,SAV,A,USD,False,18,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,50654.98,1,B03,US,10518
A000519,Account 000519,SAV,A,USD,False,19,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,96143.04,5,B04,US,10519
A000520,Account 000520,SAV,A,USD,False,0,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,56290.09,1,B00,US,10520
A000521,Account 000521,SAV,A,USD,False,1,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,53172.62,5,B01,US,10521
A000522,Account 000522,SAV,A,USD,False,2,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,62881.09,1,B02,US,10522
A000523,Account 000523,SAV,A,USD,False,3,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,90060.60,5,B03,US,10523
A000524,Account 000524,SAV,A,USD,False,4,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,78632.78,0,B04,US,10524
A000525,Account 000525,SAV,A,USD,False,5,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,58018.11,0,B00,US,10525
A000526,Account 000526,SAV,A,USD,False,6,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,84758.41,0,B01,US,10526
A000527,Account 000527,SAV,A,USD,False,7,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,55489.57,1,B02,US,10527
A000528,Account 000528,SAV,A,USD,False,8,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,57964.59,4,B03,US,10528
A000529,Account 000529,SAV,A,USD,False,9,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,50231.51,4,B04,US,10529
A000530,Account 000530,SAV,A,USD,False,10,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,83298.81,1,B00,US,10530
A000531,Account 000531,SAV,A,USD,False,11,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,89153.72,2,B01,US,10531
A000532,Account 000532,SAV,A,USD,False,12,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,83204.95,3,B02,US,10532
A000533,Account 000533,SAV,A,USD,False,13,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,72435.18,0,B03,US,10533
A000534,Account 000534,SAV,A,USD,False,14,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,71313.76,3,B04,US,10534
A000535,Account 000535,SAV,A,USD,False,15,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,77067.55,5,B00,US,10535
A000536,Account 000536,SAV,A,USD,False,16,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,62872.47,5,B01,US,10536
A000537,Account 000537,SAV,A,USD,False,17,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,98776.15,1,B02,US,10537
A000538,Account 000538,SAV,A,USD,False,18,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,55898.43,2,B03,US,10538
A000539,Account 000539,SAV,A,USD,False,19,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,91833.45,5,B04,US,10539
A000540,Account 000540,SAV,A,USD,False,0,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,65471.50,4,B00,US,10540
A000541,Account 000541,SAV,A,USD,False,1,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,63828.62,4,B01,US,10541
A000542,Account 000542,SAV,A,USD,False,2,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,61314.61,1,B02,US,10542
A000543,Account 000543,SAV,A,USD,False,3,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,63208.86,2,B03,US,10543
A000544,Account 000544,SAV,A,USD,False,4,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,84055.59,4,B04,US,10544
A000545,Account 000545,SAV,A,USD,False,5,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,65505.67,1,B00,US,10545
A000546,Account 000546,SAV,A,USD,False,6,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,71366.61,0,B01,US,10546
A000547,Account 000547,SAV,A,USD,False,7,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,78470.73,1,B02,US,10547
A000548,Account 000548,SAV,A,USD,False,8,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,73744.19,1,B03,US,10548
A000549,Account 000549,SAV,A,USD,False,9,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,96400.68,5,B04,US,10549
A000550,Account 000550,SAV,A,USD,False,10,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,55623.60,2,B00,US,10550
A000551,Account 000551,SAV,A,USD,False,11,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,90764.71,2,B01,US,10551
A000552,Account 000552,SAV,A,USD,False,12,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,70452.32,3,B02,US,10552
A000553,Account 000553,SAV,A,USD,False,13,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,95606.79,0,B03,US,10553
A000554,Account 000554,SAV,A,USD,False,14,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,96405.80,5,B04,US,10554
A000555,Account 000555,SAV,A,USD,False,15,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,93671.89,0,B00,US,10555
A000556,Account 000556,SAV,A,USD,False,16,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,53944.16,1,B01,US,10556
A000557,Account 000557,SAV,A,USD,False,17,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,78478.23,2,B02,US,10557
A000558,Account 000558,SAV,A,USD,False,18,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,75593.57,3,B03,US,10558
A000559,Account 000559,SAV,A,USD,False,19,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,52988.67,5,B04,US,10559
A000560,Account 000560,SAV,A,USD,False,0,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,88240.37,1,B00,US,10560
A000561,Account 000561,SAV,A,USD,False,1,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,82880.00,2,B01,US,10561
A000562,Account 000562,SAV,A,USD,False,2,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,63640.93,0,B02,US,10562
A000563,Account 000563,SAV,A,USD,False,3,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,50916.31,0,B03,US,10563
A000564,Account 000564,SAV,A,USD,False,4,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,77244.78,1,B04,US,10564
A000565,Account 000565,SAV,A,USD,False,5,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,68851.35,5,B00,US,10565
A000566,Account 000566,SAV,A,USD,False,6,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,86608.12,3,B01,US,10566
A000567,Account 000567,SAV,A,USD,False,7,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,76442.28,2,B02,US,10567
A000568,Account 000568,SAV,A,USD,False,8,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,68344.55,3,B03,US,10568
A000569,Account 000569,SAV,A,USD,False,9,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,87355.41,4,B04,US,10569
A000570,Account 000570,SAV,A,USD,False,10,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,55009.99,2,B00,US,10570
A000571,Account 000571,SAV,A,USD,False,11,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,96133.01,3,B01,US,10571
A000572,Account 000572,SAV,A,USD,False,12,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,90555.49,3,B02,US,10572
A000573,Account 000573,SAV,A,USD,False,13,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,68118.92,3,B03,US,10573
A000574,Account 000574,SAV,A,USD,False,14,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,80831.27,5,B04,US,10574
A000575,Account 000575,SAV,A,USD,False,15,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,69993.74,3,B00,US,10575
A000576,Account 000576,SAV,A,USD,False,16,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,94413.33,1,B01,US,10576
A000577,Account 000577,SAV,A,USD,False,17,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,87401.04,4,B02,US,10577
A000578,Account 000578,SAV,A,USD,False,18,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,70682.54,2,B03,US,10578
A000579,Account 000579,SAV,A,USD,False,19,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,93485.32,2,B04,US,10579
A000580,Account 000580,SAV,A,USD,False,0,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,50055.09,5,B00,US,10580
A000581,Account 000581,SAV,A,USD,False,1,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,52475.04,3,B01,US,10581
A000582,Account 000582,SAV,A,USD,False,2,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,65513.30,3,B02,US,10582
A000583,Account 000583,SAV,A,USD,False,3,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,76566.86,3,B03,US,10583
A000584,Account 000584,SAV,A,USD,False,4,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,73397.44,3,B04,US,10584
A000585,Account 000585,SAV,A,USD,False,5,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,94011.95,1,B00,US,10585
A000586,Account 000586,SAV,A,USD,False,6,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,92262.46,1,B01,US,10586
A000587,Account 000587,SAV,A,USD,False,7,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,88120.75,4,B02,US,10587
A000588,Account 000588,SAV,A,USD,False,8,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,99659.40,1,B03,US,10588
A000589,Account 000589,SAV,A,USD,False,9,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,68670.86,5,B04,US,10589
A000590,Account 000590,SAV,A,USD,False,10,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,55548.79,0,B00,US,10590
A000591,Account 000591,SAV,A,USD,False,11,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,90137.40,3,B01,US,10591
A000592,Account 000592,SAV,A,USD,False,12,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,93198.27,1,B02,US,10592
A000593,Account 000593,SAV,A,USD,False,13,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,70248.81,1,B03,US,10593
A000594,Account 000594,SAV,A,USD,False,14,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,61571.59,3,B04,US,10594
A000595,Account 000595,SAV,A,USD,False,15,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,68553.77,4,B00,US,10595
A000596,Account 000596,SAV,A,USD,False,16,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,99734.28,5,B01,US,10596
A000597,Account 000597,SAV,A,USD,False,17,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,77392.93,5,B02,US,10597
A000598,Account 000598,SAV,A,USD,False,18,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,91320.85,1,B03,US,10598
A000599,Account 000599,SAV,A,USD,False,19,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,74962.21,2,B04,US,10599
A000600,Account 000600,SAV,A,USD,False,0,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,56013.61,4,B00,US,10600
A000601,Account 000601,SAV,A,USD,False,1,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,59672.87,4,B01,US,10601
A000602,Account 000602,SAV,A,USD,False,2,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,54000.05,1,B02,US,10602
A000603,Account 000603,SAV,A,USD,False,3,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,65310.12,2,B03,US,10603
A000604,Account 000604,SAV,A,USD,False,4,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,60231.98,5,B04,US,10604
A000605,Account 000605,SAV,A,USD,False,5,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,76909.05,4,B00,US,10605
A000606,Account 000606,SAV,A,USD,False,6,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,67877.78,3,B01,US,10606
A000607,Account 000607,SAV,A,USD,False,7,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,69904.72,1,B02,US,10607
A000608,Account 000608,SAV,A,USD,False,8,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,98050.82,1,B03,US,10608
A000609,Account 000609,SAV,A,USD,False,9,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,57178.18,2,B04,US,10609
A000610,Account 000610,SAV,A,USD,False,10,2017-01-01T00:00:00Z,2018-12-22T00:00:00Z,97585.56,3,B00,US,10610
